Time,Joint4,Joint5
3.550760507583618,60.00132157629686,0.10708146576478175
3.560760974884033,59.94691438097875,0.11854674518008884
3.570761203765869,59.98504106464835,0.1159255639069371
3.5807623863220215,59.97989006951365,0.11255764345837593
3.5907673835754395,59.96214660242334,0.11042781815731367
3.6007680892944336,59.929315735849116,0.10904337832438443
3.6107687950134277,59.86505511288283,0.10782204791552127
3.6207714080810547,59.73355764093092,0.10671456995171189
3.630774736404419,59.58713565723115,0.1060918417624795
3.6407785415649414,59.397268996353745,0.10472124429821139
3.6507794857025146,59.082075297521584,0.10240438121678888
3.660795211791992,58.62758426499667,0.10166139354002712
3.6707966327667236,58.23895717613644,0.10088845566162571
3.6808266639709473,57.857044822034844,0.1004728097942873
3.6908278465270996,57.2737244342409,0.0998102989269057
3.700829029083252,56.60284829453952,0.09959838039976684
3.7108325958251953,55.941830453193354,0.09971299484943917
3.7208328247070312,55.09955676141523,0.0995715528697668
3.7308337688446045,54.161824654167106,0.09953370727078856
3.740835666656494,53.12770793642015,0.0994290554461778
3.7508370876312256,51.698187217499786,0.09919978635581751
3.7608375549316406,50.60677441162553,0.09892966846095144
3.7708394527435303,49.26816303618975,0.09850464604396837
3.78088116645813,47.64675671602981,0.09785329877975764
3.7909622192382812,45.90483920230884,0.097012471803416
3.8009636402130127,44.25732342130454,0.09606391113342214
3.8109641075134277,44.25732342130454,0.09606391113342214
3.820967197418213,42.51870252429059,0.0949724803200506
3.830970287322998,40.691591903249915,0.09370837333666347
3.840972423553467,39.022576332963894,0.09249165961660621
3.8509767055511475,36.783991766190006,0.09067591882890695
3.8609771728515625,34.710388910267866,0.08892806099207717
3.8709800243377686,32.834508240236765,0.08721641163214888
3.8809804916381836,30.34307974798497,0.08490682665766663
3.890981912612915,27.767995176119467,0.0822971909265539
3.900987148284912,25.1158851080294,0.07952832828963963
3.910987377166748,23.308489802636565,0.07754826432141583
3.9211502075195312,20.54388724512893,0.074419271529081
3.9311511516571045,17.72176424842022,0.07105113998909028
3.9411559104919434,15.492026386589984,0.06827951419863137
3.9511592388153076,13.559750846368043,0.06577030468035781
3.961163282394409,11.284249256231483,0.06271573343776082
3.971168279647827,8.660537540982869,0.059034132888504176
3.981173038482666,5.686431614686986,0.05465306638285652
3.991175889968872,2.3640698481891405,0.04948212250940372
4.001177072525024,-0.29968641460480516,0.04508376624704058
4.011181116104126,-2.6295371696241876,0.04106190994676542
4.021182298660278,-4.622614342048069,0.037433078736437614
4.031184434890747,-7.930677843023341,0.030150075415308508
4.041190147399902,-10.882452530508033,0.023655771778613985
4.051190376281738,-13.801357111799808,0.01675716345112222
4.061194896697998,-16.996528410441545,0.009375013978763062
4.071197509765625,-19.50897476608216,0.0034686316798617756
4.081199884414673,-22.28168748929136,-0.0032640833815542887
4.091200590133667,-24.99007724534646,-0.010065455234091168
4.101203918457031,-27.62910190931371,-0.016849866803215804
4.111205577850342,-30.187232940823495,-0.023760286134460733
